"region","order_date","net_revenue","orders_cnt","avg_check"
"Europe","2024-06-27","946.05","6","157.67"
"Europe","2024-06-28","3177.27","7","453.9"
"Europe","2024-06-29","29.2","1","29.2"
"Europe","2024-06-30","1437.08","3","479.03"
"Europe","2024-07-01","1236.85","6","206.14"
"Europe","2024-07-02","2723.6","8","340.45"
"Europe","2024-07-03","169.43","1","169.43"
"Europe","2024-07-04","1219.28","6","203.21"
"Europe","2024-07-05","2716.78","6","452.8"
"Europe","2024-07-06","1439.16","4","359.79"
"Europe","2024-07-07","947.34","8","118.42"
"Europe","2024-07-08","1107.93","4","276.98"
"Europe","2024-07-09","3326.16","8","415.77"
"Europe","2024-07-10","581.46","5","116.29"
"Europe","2024-07-11","756.55","4","189.14"
"Europe","2024-07-12","1563.28","4","390.82"
"Europe","2024-07-13","2122.18","9","235.8"
"Europe","2024-07-14","729.41","4","182.35"
"Europe","2024-07-15","590.82","3","196.94"
"Europe","2024-07-16","208.32","2","104.16"
"Europe","2024-07-17","2423.35","4","605.84"
"Europe","2024-07-18","1024.06","5","204.81"
"Europe","2024-07-19","666.07","4","166.52"
"Europe","2024-07-20","152.87","2","76.44"
"Europe","2024-07-21","291.8","3","97.27"
"Europe","2024-07-22","2761.4","11","251.04"
"Europe","2024-07-23","635.59","2","317.8"
"Europe","2024-07-24","1107.02","6","184.5"
"Europe","2024-07-25","3095.35","10","309.53"
"Europe","2024-07-26","1414.25","7","202.04"
"Europe","2024-07-27","1038.31","4","259.58"
"Europe","2024-07-28","1277.78","5","255.56"
"Europe","2024-07-29","369.21","1","369.21"
"Europe","2024-07-31","150.96","1","150.96"
"Europe","2024-08-01","1481.52","7","211.65"
"Europe","2024-08-02","1637.6","6","272.93"
"Europe","2024-08-03","2007.54","3","669.18"
"Europe","2024-08-04","553.52","7","79.07"
"Europe","2024-08-05","2205.25","10","220.53"
"Europe","2024-08-06","812.47","4","203.12"
"Europe","2024-08-07","703.4","8","87.92"
"Europe","2024-08-08","842.45","6","140.41"
"Europe","2024-08-09","1637.69","3","545.9"
"Europe","2024-08-10","112.51","2","56.25"
"Europe","2024-08-11","5811.31","12","484.28"
"Europe","2024-08-12","186.48","3","62.16"
"Europe","2024-08-13","360.66","4","90.17"
"Europe","2024-08-14","3087.48","10","308.75"
"Europe","2024-08-15","1577.02","5","315.4"
"Europe","2024-08-16","458.89","3","152.96"
"Europe","2024-08-17","1000.11","6","166.69"
"Europe","2024-08-18","1340.42","4","335.11"
"Europe","2024-08-19","2020.76","5","404.15"
"Europe","2024-08-20","329.23","5","65.85"
"Europe","2024-08-21","850.6","4","212.65"
"Europe","2024-08-22","729.29","4","182.32"
"Europe","2024-08-23","870.36","6","145.06"
"Europe","2024-08-24","1777.1","6","296.18"
"Europe","2024-08-25","2207.76","11","200.71"
"Europe","2024-08-26","114.83","2","57.41"
"Europe","2024-08-27","2547.86","8","318.48"
"Europe","2024-08-28","1616.67","4","404.17"
"Europe","2024-08-29","103.39","1","103.39"
"Europe","2024-09-01","1049.44","4","262.36"
"Europe","2024-09-02","1108.6","7","158.37"
"Europe","2024-09-03","1254.24","2","627.12"
"Europe","2024-09-04","1585.02","3","528.34"
"Europe","2024-09-05","1092.6","4","273.15"
"Europe","2024-09-06","1081.74","6","180.29"
"Europe","2024-09-07","1338.69","4","334.67"
"Europe","2024-09-08","901.04","5","180.21"
"Europe","2024-09-09","1938.09","3","646.03"
"Europe","2024-09-10","599.84","4","149.96"
"Europe","2024-09-11","400.9","4","100.22"
"Europe","2024-09-12","1742.8","5","348.56"
"Europe","2024-09-13","219.71","3","73.24"
"Europe","2024-09-14","1706.96","5","341.39"
"Europe","2024-09-15","361.45","2","180.73"
"Europe","2024-09-16","634.29","3","211.43"
"Europe","2024-09-17","782.46","3","260.82"
"Europe","2024-09-18","2199.94","5","439.99"
"Europe","2024-09-19","3615.08","7","516.44"
"Europe","2024-09-20","336.17","3","112.06"
"Europe","2024-09-21","956.09","5","191.22"
"Europe","2024-09-22","504.67","4","126.17"
"Europe","2024-09-23","1563.14","4","390.78"
"Europe","2024-09-24","1411.55","4","352.89"
"Europe","2024-09-25","1351.19","4","337.8"
"Europe","2024-09-26","1505.35","4","376.34"
"Europe","2024-09-27","1808.37","8","226.05"
"Europe","2024-09-28","1304.98","7","186.43"
"Europe","2024-09-29","347.98","2","173.99"
"Europe","2024-09-30","267.08","2","133.54"
"Europe","2024-10-01","958.12","7","136.87"
"Europe","2024-10-02","797.48","2","398.74"
"Europe","2024-10-03","1805.47","7","257.92"
"Europe","2024-10-04","1542.17","10","154.22"
"Europe","2024-10-05","703.77","7","100.54"
"Europe","2024-10-06","1961.46","6","326.91"
"Europe","2024-10-07","526.06","3","175.35"
"Europe","2024-10-08","3675.09","6","612.51"
"Europe","2024-10-09","2201.93","6","366.99"
"Europe","2024-10-10","2538.59","5","507.72"
"Europe","2024-10-11","675.84","6","112.64"
"Europe","2024-10-12","2985.68","7","426.53"
"Europe","2024-10-13","2028.77","3","676.26"
"Europe","2024-10-14","2186.31","8","273.29"
"Europe","2024-10-15","2842.37","9","315.82"
"Europe","2024-10-16","3227.22","10","322.72"
"Europe","2024-10-17","3606.83","8","450.85"
"Europe","2024-10-18","401.19","2","200.59"
"Europe","2024-10-19","1030.76","5","206.15"
"Europe","2024-10-20","1727.07","7","246.72"
"Europe","2024-10-21","3867.34","10","386.73"
"Europe","2024-10-22","3182.26","6","530.38"
"Europe","2024-10-23","2603.03","9","289.23"
"Europe","2024-10-24","891.75","5","178.35"
"Europe","2024-10-25","688.14","7","98.31"
"Europe","2024-10-26","1084.84","5","216.97"
"Europe","2024-10-27","3707.81","7","529.69"
"Europe","2024-10-28","163.24","4","40.81"
"Europe","2024-10-29","1500.94","4","375.24"
"Europe","2024-10-30","212.99","3","71"
"Europe","2024-10-31","590.55","2","295.27"
"Europe","2024-11-01","2208.97","9","245.44"
"Europe","2024-11-02","1818.05","9","202.01"
"Europe","2024-11-03","3840.66","12","320.06"
"Europe","2024-11-04","4563.42","12","380.29"
"Europe","2024-11-05","3382.58","9","375.84"
"Europe","2024-11-06","2173.01","8","271.63"
"Europe","2024-11-07","1588.54","10","158.85"
"Europe","2024-11-08","2178.46","7","311.21"
"Europe","2024-11-09","1915.6","8","239.45"
"Europe","2024-11-10","2195.66","9","243.96"
"Europe","2024-11-11","5165.07","12","430.42"
"Europe","2024-11-12","1719.49","8","214.94"
"Europe","2024-11-13","1795.19","8","224.4"
"Europe","2024-11-14","1899.69","11","172.7"
"Europe","2024-11-15","1447.65","7","206.81"
"Europe","2024-11-16","173.33","4","43.33"
"Europe","2024-11-17","2916.74","12","243.06"
"Europe","2024-11-18","3047.21","14","217.66"
"Europe","2024-11-19","3491.64","14","249.4"
"Europe","2024-11-20","846.7","9","94.08"
"Europe","2024-11-21","1767.6","9","196.4"
"Europe","2024-11-22","1391.67","7","198.81"
"Europe","2024-11-23","1459.2","9","162.13"
"Europe","2024-11-24","5160.26","14","368.59"
"Europe","2024-11-25","3435.05","11","312.28"
"Europe","2024-11-26","2881.18","17","169.48"
"Europe","2024-11-27","3696.61","12","308.05"
"Europe","2024-11-28","4353.25","18","241.85"
"Europe","2024-11-29","1100.86","2","550.43"
"Europe","2024-11-30","122.09","1","122.09"
"Europe","2024-12-01","5810.21","16","363.14"
"Europe","2024-12-02","3800.08","12","316.67"
"Europe","2024-12-03","3981.55","16","248.85"
"Europe","2024-12-04","3353.95","11","304.9"
"Europe","2024-12-05","9961.73","25","398.47"
"Europe","2024-12-06","2095.3","13","161.18"
"Europe","2024-12-07","2309.7","12","192.47"
"Europe","2024-12-08","6641.53","15","442.77"
"Europe","2024-12-09","1919.41","14","137.1"
"Europe","2024-12-10","6895.48","12","574.62"
"Europe","2024-12-11","3078.26","8","384.78"
"Europe","2024-12-12","2908.67","12","242.39"
"Europe","2024-12-13","2393.14","10","239.31"
"Europe","2024-12-14","2681.55","12","223.46"
"Europe","2024-12-15","5979.06","17","351.71"
"Europe","2024-12-16","3106.51","12","258.88"
"Europe","2024-12-17","3825.4","15","255.03"
"Europe","2024-12-18","6312.09","13","485.55"
"Europe","2024-12-19","6056.05","20","302.8"
"Europe","2024-12-20","1283.48","8","160.44"
"Europe","2024-12-21","3732.15","12","311.01"
"Europe","2024-12-22","3436.56","21","163.65"
"Europe","2024-12-23","2554.62","11","232.24"
"Europe","2024-12-24","6311.41","17","371.26"
"Europe","2024-12-25","6411.41","14","457.96"
"Europe","2024-12-26","3883.63","20","194.18"
"Europe","2024-12-27","2471.88","13","190.14"
"Europe","2024-12-28","3753.21","16","234.58"
"Europe","2024-12-29","1234.66","5","246.93"
"Europe","2024-12-30","2813.73","10","281.37"
"Europe","2024-12-31","2554.44","5","510.89"
"Latin America","2022-01-09","119.43","1","119.43"
"Latin America","2022-04-07","240.64","1","240.64"
"Latin America","2022-05-04","1096.4","1","1096.4"
"Latin America","2022-05-14","95.76","1","95.76"
"Latin America","2022-05-15","426.94","2","213.47"
"Latin America","2022-06-02","83.19","1","83.19"
"Latin America","2022-06-10","144.41","1","144.41"
"Latin America","2022-06-20","80.44","1","80.44"
"Latin America","2022-06-23","20.81","1","20.81"
"Latin America","2022-07-18","368.3","1","368.3"
"Latin America","2022-07-22","78.18","1","78.18"
"Latin America","2022-08-05","33.45","1","33.45"
"Latin America","2022-08-08","1388.76","1","1388.76"
"Latin America","2022-08-10","29.04","1","29.04"
"Latin America","2022-08-18","186.69","1","186.69"
"Latin America","2022-09-04","180.73","1","180.73"
"Latin America","2022-09-26","35.83","2","17.91"
"Latin America","2022-10-06","41.02","1","41.02"
"Latin America","2022-10-15","343.48","1","343.48"
"Latin America","2022-10-17","98.14","1","98.14"
"Latin America","2022-10-19","50.73","1","50.73"
"Latin America","2022-10-23","18.62","1","18.62"
"Latin America","2022-10-25","108.44","1","108.44"
"Latin America","2022-11-02","151.15","1","151.15"
"Latin America","2022-11-06","129.21","1","129.21"
"Latin America","2022-11-08","140.87","1","140.87"
"Latin America","2022-11-11","382.22","1","382.22"
"Latin America","2022-11-16","135.56","2","67.78"
"Latin America","2022-11-22","151.26","1","151.26"
"Latin America","2022-11-25","64.16","1","64.16"
"Latin America","2022-11-26","169.46","2","84.73"
"Latin America","2022-12-01","236.14","1","236.14"
"Latin America","2022-12-07","1586.03","1","1586.03"
"Latin America","2022-12-09","47.29","1","47.29"
"Latin America","2022-12-13","83.28","1","83.28"
"Latin America","2022-12-16","31.38","1","31.38"
"Latin America","2022-12-17","299.75","2","149.88"
"Latin America","2022-12-18","880.85","1","880.85"
"Latin America","2022-12-23","165.88","2","82.94"
"Latin America","2022-12-25","26.53","1","26.53"
"Latin America","2022-12-26","1145.31","2","572.65"
"Latin America","2023-01-04","161.12","1","161.12"
"Latin America","2023-01-05","476.82","2","238.41"
"Latin America","2023-01-15","533.62","2","266.81"
"Latin America","2023-01-16","965.47","1","965.47"
"Latin America","2023-01-25","194.31","1","194.31"
"Latin America","2023-02-02","62.87","1","62.87"
"Latin America","2023-02-08","2119.95","2","1059.97"
"Latin America","2023-02-09","170.16","1","170.16"
"Latin America","2023-02-13","53.52","1","53.52"
"Latin America","2023-02-14","649.93","1","649.93"
"Latin America","2023-02-24","4.75","1","4.75"
"Latin America","2023-02-27","185.04","1","185.04"
"Latin America","2023-03-01","441.16","1","441.16"
"Latin America","2023-03-18","37.17","1","37.17"
"Latin America","2023-03-19","56.56","1","56.56"
"Latin America","2023-04-04","14.67","1","14.67"
"Latin America","2023-04-06","74.47","1","74.47"
"Latin America","2023-04-07","586.68","1","586.68"
"Latin America","2023-04-17","12.46","1","12.46"
"Latin America","2023-04-19","50.53","1","50.53"
"Latin America","2023-04-21","34.12","1","34.12"
"Latin America","2023-05-03","14.52","1","14.52"
"Latin America","2023-05-05","97.12","1","97.12"
"Latin America","2023-05-06","180.71","2","90.35"
"Latin America","2023-05-09","904.76","1","904.76"
"Latin America","2023-05-11","69.88","1","69.88"
"Latin America","2023-05-14","183.37","1","183.37"
"Latin America","2023-05-17","170.98","1","170.98"
"Latin America","2023-05-19","60.7","1","60.7"
"Latin America","2023-05-23","1570.86","1","1570.86"
"Latin America","2023-05-28","927.94","2","463.97"
"Latin America","2023-05-29","81.85","1","81.85"
"Latin America","2023-06-01","403.21","1","403.21"
"Latin America","2023-06-05","199.07","1","199.07"
"Latin America","2023-06-06","1288.24","2","644.12"
"Latin America","2023-06-07","104.68","1","104.68"
"Latin America","2023-06-08","76.99","1","76.99"
"Latin America","2023-06-18","14.99","1","14.99"
"Latin America","2023-06-26","1274.36","2","637.18"
"Latin America","2023-06-28","410.09","1","410.09"
"Latin America","2023-07-02","609.21","1","609.21"
"Latin America","2023-07-06","50.05","2","25.02"
"Latin America","2023-07-08","489.89","1","489.89"
"Latin America","2023-07-10","81.85","1","81.85"
"Latin America","2023-07-17","28.35","1","28.35"
"Latin America","2023-07-19","103.71","1","103.71"
"Latin America","2023-07-22","211.76","1","211.76"
"Latin America","2023-07-23","221.92","2","110.96"
"Latin America","2023-07-25","117.24","2","58.62"
"Latin America","2023-07-28","84.94","1","84.94"
"Latin America","2023-08-01","224.97","2","112.48"
"Latin America","2023-08-04","64.67","1","64.67"
"Latin America","2023-08-05","243.48","1","243.48"
"Latin America","2023-08-08","298.98","1","298.98"
"Latin America","2023-08-11","60.31","1","60.31"
"Latin America","2023-08-13","775.67","1","775.67"
"Latin America","2023-08-15","478.67","2","239.34"
"Latin America","2023-08-16","329.64","1","329.64"
"Latin America","2023-08-20","68.3","1","68.3"
"Latin America","2023-08-22","209.82","2","104.91"
"Latin America","2023-08-23","175.78","1","175.78"
"Latin America","2023-08-28","1131.35","1","1131.35"
"Latin America","2023-09-03","91.9","1","91.9"
"Latin America","2023-09-08","23.66","1","23.66"
"Latin America","2023-09-09","71.43","1","71.43"
"Latin America","2023-09-12","247.09","1","247.09"
"Latin America","2023-09-13","216.28","2","108.14"
"Latin America","2023-09-21","1329.74","3","443.25"
"Latin America","2023-09-22","85.16","1","85.16"
"Latin America","2023-09-25","617.56","1","617.56"
"Latin America","2023-10-01","69.6","1","69.6"
"Latin America","2023-10-02","982.33","2","491.17"
"Latin America","2023-10-05","215.89","1","215.89"
"Latin America","2023-10-07","15.83","1","15.83"
"Latin America","2023-10-11","138.65","1","138.65"
"Latin America","2023-10-12","618.23","1","618.23"
"Latin America","2023-10-13","255.36","2","127.68"
"Latin America","2023-10-14","110.16","1","110.16"
"Latin America","2023-10-16","32.82","1","32.82"
"Latin America","2023-10-17","276.64","1","276.64"
"Latin America","2023-10-19","566.27","2","283.13"
"Latin America","2023-10-20","176.28","1","176.28"
"Latin America","2023-10-21","372.87","2","186.44"
"Latin America","2023-10-23","541.53","2","270.76"
"Latin America","2023-10-26","124.6","1","124.6"
"Latin America","2023-10-27","174.8","1","174.8"
"Latin America","2023-10-28","87.89","1","87.89"
"Latin America","2023-10-31","96.75","1","96.75"
"Latin America","2023-11-01","21.01","1","21.01"
"Latin America","2023-11-02","197.62","2","98.81"
"Latin America","2023-11-04","154.72","2","77.36"
"Latin America","2023-11-05","1214.89","4","303.72"
"Latin America","2023-11-07","452.51","2","226.25"
"Latin America","2023-11-08","91.19","1","91.19"
"Latin America","2023-11-09","349","1","349"
"Latin America","2023-11-10","2068.67","3","689.56"
"Latin America","2023-11-11","175.78","1","175.78"
"Latin America","2023-11-13","2728.51","3","909.5"
"Latin America","2023-11-15","665.49","4","166.37"
"Latin America","2023-11-17","235.83","1","235.83"
"Latin America","2023-11-18","573.88","1","573.88"
"Latin America","2023-11-19","509.04","4","127.26"
"Latin America","2023-11-21","435.44","4","108.86"
"Latin America","2023-11-22","1695.16","3","565.05"
"Latin America","2023-11-23","2000.86","5","400.17"
"Latin America","2023-11-24","142.11","2","71.06"
"Latin America","2023-11-25","82.75","1","82.75"
"Latin America","2023-11-26","125.39","2","62.7"
"Latin America","2023-11-27","196.21","2","98.11"
"Latin America","2023-11-28","643.36","2","321.68"
"Latin America","2023-11-29","530.2","1","530.2"
"Latin America","2023-12-01","498.03","3","166.01"
"Latin America","2023-12-02","651.04","1","651.04"
"Latin America","2023-12-03","668.38","4","167.09"
"Latin America","2023-12-04","481.47","3","160.49"
"Latin America","2023-12-05","300.87","3","100.29"
"Latin America","2023-12-06","251.07","1","251.07"
"Latin America","2023-12-07","576.73","7","82.39"
"Latin America","2023-12-08","177.88","2","88.94"
"Latin America","2023-12-09","29.64","1","29.64"
"Latin America","2023-12-10","280.96","4","70.24"
"Latin America","2023-12-11","94.74","1","94.74"
"Latin America","2023-12-12","318.14","1","318.14"
"Latin America","2023-12-13","582.73","4","145.68"
"Latin America","2023-12-14","856.01","2","428"
"Latin America","2023-12-15","1118.53","3","372.84"
"Latin America","2023-12-16","1224.08","4","306.02"
"Latin America","2023-12-19","66.1","1","66.1"
"Latin America","2023-12-20","134.18","1","134.18"
"Latin America","2023-12-21","382.11","3","127.37"
"Latin America","2023-12-22","1474.51","6","245.75"
"Latin America","2023-12-23","1061.52","4","265.38"
"Latin America","2023-12-24","210.06","3","70.02"
"Latin America","2023-12-25","211.51","2","105.75"
"Latin America","2023-12-26","1042.74","4","260.69"
"Latin America","2023-12-27","784.75","6","130.79"
"Latin America","2023-12-28","52.09","1","52.09"
"Latin America","2024-01-05","533.3","3","177.77"
"Latin America","2024-01-07","225.08","2","112.54"
"Latin America","2024-01-11","64.83","1","64.83"
"Latin America","2024-01-12","109.62","2","54.81"
"Latin America","2024-01-14","175.17","1","175.17"
"Latin America","2024-01-16","303.9","1","303.9"
"Latin America","2024-01-17","405.68","3","135.23"
"Latin America","2024-01-18","30.83","1","30.83"
"Latin America","2024-01-19","280.2","1","280.2"
"Latin America","2024-01-24","46.08","1","46.08"
"Latin America","2024-01-25","170.5","1","170.5"
"Latin America","2024-01-26","401.52","2","200.76"
"Latin America","2024-01-27","64.48","1","64.48"
"Latin America","2024-01-28","201.69","3","67.23"
"Latin America","2024-01-30","74.19","1","74.19"
"Latin America","2024-01-31","95.76","1","95.76"
"Latin America","2024-02-01","1821.93","2","910.97"
"Latin America","2024-02-03","422.49","1","422.49"
"Latin America","2024-02-04","960.34","3","320.11"
"Latin America","2024-02-05","290.16","2","145.08"
"Latin America","2024-02-06","283.49","3","94.5"
"Latin America","2024-02-07","56.38","1","56.38"
"Latin America","2024-02-08","57.31","1","57.31"
"Latin America","2024-02-10","202.08","2","101.04"
"Latin America","2024-02-13","178.9","1","178.9"
"Latin America","2024-02-16","536.85","3","178.95"
"Latin America","2024-02-17","102.66","1","102.66"
"Latin America","2024-02-18","142.03","2","71.01"
"Latin America","2024-02-19","466.05","2","233.03"
"Latin America","2024-02-22","111.93","2","55.97"
"Latin America","2024-02-23","70.26","1","70.26"
"Latin America","2024-02-24","1025.35","1","1025.35"
"Latin America","2024-02-25","763.25","3","254.42"
"Latin America","2024-02-27","882.49","2","441.25"
"Latin America","2024-02-28","36.02","1","36.02"
"Latin America","2024-03-01","225.26","3","75.09"
"Latin America","2024-03-02","334.29","1","334.29"
"Latin America","2024-03-04","486.29","3","162.1"
"Latin America","2024-03-05","87.3","1","87.3"
"Latin America","2024-03-07","119.31","2","59.66"
"Latin America","2024-03-08","1574.99","1","1574.99"
"Latin America","2024-03-12","896.53","2","448.26"
"Latin America","2024-03-13","336.36","1","336.36"
"Latin America","2024-03-14","1389.28","2","694.64"
"Latin America","2024-03-16","24.64","1","24.64"
"Latin America","2024-03-18","662.44","2","331.22"
"Latin America","2024-03-21","131.86","3","43.95"
"Latin America","2024-03-23","69.66","1","69.66"
"Latin America","2024-03-24","101.12","1","101.12"
"Latin America","2024-03-25","41.31","1","41.31"
"Latin America","2024-03-26","959.74","2","479.87"
"Latin America","2024-03-27","1470.69","3","490.23"
"Latin America","2024-03-28","257.11","2","128.56"
"Latin America","2024-04-01","151.39","1","151.39"
"Latin America","2024-04-02","34.55","1","34.55"
"Latin America","2024-04-03","28.99","1","28.99"
"Latin America","2024-04-04","18.91","1","18.91"
"Latin America","2024-04-06","1513.81","5","302.76"
"Latin America","2024-04-07","1161.47","2","580.74"
"Latin America","2024-04-08","2659.74","2","1329.87"
"Latin America","2024-04-10","505.98","2","252.99"
"Latin America","2024-04-11","74.09","1","74.09"
"Latin America","2024-04-13","328.23","2","164.12"
"Latin America","2024-04-14","22.71","1","22.71"
"Latin America","2024-04-16","2359.18","2","1179.59"
"Latin America","2024-04-19","460.37","1","460.37"
"Latin America","2024-04-20","1235.58","3","411.86"
"Latin America","2024-04-21","1536.82","2","768.41"
"Latin America","2024-04-22","240.01","2","120"
"Latin America","2024-04-23","202.63","1","202.63"
"Latin America","2024-04-24","144.08","2","72.04"
"Latin America","2024-04-26","436.83","2","218.41"
"Latin America","2024-04-27","61.23","1","61.23"
"Latin America","2024-04-28","418.32","2","209.16"
"Latin America","2024-05-01","249.18","2","124.59"
"Latin America","2024-05-02","243.18","2","121.59"
"Latin America","2024-05-03","215.39","2","107.69"
"Latin America","2024-05-04","950.68","3","316.89"
"Latin America","2024-05-06","687.43","6","114.57"
"Latin America","2024-05-08","243.98","2","121.99"
"Latin America","2024-05-09","71.85","1","71.85"
"Latin America","2024-05-11","1211.5","3","403.83"
"Latin America","2024-05-12","78.88","2","39.44"
"Latin America","2024-05-13","976.19","4","244.05"
"Latin America","2024-05-14","2091.4","2","1045.7"
"Latin America","2024-05-15","405.1","4","101.27"
"Latin America","2024-05-18","286.72","3","95.57"
"Latin America","2024-05-19","1216.58","1","1216.58"
"Latin America","2024-05-21","657.37","3","219.12"
"Latin America","2024-05-22","435.86","3","145.29"
"Latin America","2024-05-23","376.85","2","188.43"
"Latin America","2024-05-25","874.75","4","218.69"
"Latin America","2024-05-28","320.51","2","160.25"
"Latin America","2024-05-30","85.47","1","85.47"
"Latin America","2024-06-01","464.74","4","116.19"
"Latin America","2024-06-02","1250.52","2","625.26"
"Latin America","2024-06-03","149.31","1","149.31"
"Latin America","2024-06-04","83.24","1","83.24"
"Latin America","2024-06-05","301.44","2","150.72"
"Latin America","2024-06-06","629.49","2","314.75"
"Latin America","2024-06-07","591.47","3","197.16"
"Latin America","2024-06-08","650.39","1","650.39"
"Latin America","2024-06-10","445.88","2","222.94"
"Latin America","2024-06-11","63.44","2","31.72"
"Latin America","2024-06-13","65.43","1","65.43"
"Latin America","2024-06-14","47.37","1","47.37"
"Latin America","2024-06-15","435.87","2","217.94"
"Latin America","2024-06-16","144.29","1","144.29"
"Latin America","2024-06-17","338.35","1","338.35"
"Latin America","2024-06-18","762.45","2","381.23"
"Latin America","2024-06-19","208.56","1","208.56"
"Latin America","2024-06-21","113.75","1","113.75"
"Latin America","2024-06-22","520.7","2","260.35"
"Latin America","2024-06-23","1876.66","4","469.17"
"Latin America","2024-06-24","312.44","3","104.15"
"Latin America","2024-06-25","243.42","2","121.71"
"Latin America","2024-06-26","270.33","1","270.33"
"Latin America","2024-06-27","182.23","1","182.23"
"Latin America","2024-06-28","173.31","1","173.31"
"Latin America","2024-07-01","393.26","1","393.26"
"Latin America","2024-07-02","392.11","2","196.06"
"Latin America","2024-07-03","1858.67","4","464.67"
"Latin America","2024-07-04","968.8","4","242.2"
"Latin America","2024-07-06","1914.46","6","319.08"
"Latin America","2024-07-07","695.67","4","173.92"
"Latin America","2024-07-08","335.43","2","167.71"
"Latin America","2024-07-09","204.47","2","102.23"
"Latin America","2024-07-10","239.75","1","239.75"
"Latin America","2024-07-11","1860.3","1","1860.3"
"Latin America","2024-07-12","980.37","4","245.09"
"Latin America","2024-07-13","848.98","4","212.25"
"Latin America","2024-07-14","718.67","5","143.73"
"Latin America","2024-07-15","555.57","1","555.57"
"Latin America","2024-07-16","1219.06","3","406.35"
"Latin America","2024-07-17","76.63","2","38.31"
"Latin America","2024-07-18","2145.8","5","429.16"
"Latin America","2024-07-19","94.87","2","47.44"
"Latin America","2024-07-20","512.37","5","102.47"
"Latin America","2024-07-21","1959.62","5","391.92"
"Latin America","2024-07-22","2049.59","5","409.92"
"Latin America","2024-07-23","793.21","2","396.61"
"Latin America","2024-07-24","23.54","1","23.54"
"Latin America","2024-07-25","1502.15","4","375.54"
"Latin America","2024-07-26","1043.8","3","347.93"
"Latin America","2024-07-27","586.93","4","146.73"
"Latin America","2024-07-28","245.21","3","81.74"
"Latin America","2024-07-30","145.92","1","145.92"
"Latin America","2024-08-01","2969.27","5","593.85"
"Latin America","2024-08-02","796.74","6","132.79"
"Latin America","2024-08-03","1176.96","4","294.24"
"Latin America","2024-08-04","1036.88","5","207.38"
"Latin America","2024-08-05","1078.48","6","179.75"
"Latin America","2024-08-06","281.96","2","140.98"
"Latin America","2024-08-07","649.29","4","162.32"
"Latin America","2024-08-08","536.88","3","178.96"
"Latin America","2024-08-09","721.06","2","360.53"
"Latin America","2024-08-10","1336.42","5","267.28"
"Latin America","2024-08-11","264.73","2","132.37"
"Latin America","2024-08-12","171.98","1","171.98"
"Latin America","2024-08-13","469.51","3","156.5"
"Latin America","2024-08-14","173.26","1","173.26"
"Latin America","2024-08-15","967.83","3","322.61"
"Latin America","2024-08-16","380.89","3","126.96"
"Latin America","2024-08-17","812.93","2","406.46"
"Latin America","2024-08-18","173.51","1","173.51"
"Latin America","2024-08-19","567.32","2","283.66"
"Latin America","2024-08-20","1933.52","6","322.25"
"Latin America","2024-08-21","321.17","2","160.59"
"Latin America","2024-08-23","182.37","1","182.37"
"Latin America","2024-08-24","1198.39","4","299.6"
"Latin America","2024-08-25","1159.09","3","386.36"
"Latin America","2024-08-26","470.6","4","117.65"
"Latin America","2024-08-27","150.36","1","150.36"
"Latin America","2024-08-28","876.56","5","175.31"
"Latin America","2024-08-30","68.04","1","68.04"
"Latin America","2024-09-02","223.05","3","74.35"
"Latin America","2024-09-03","325.6","3","108.53"
"Latin America","2024-09-04","642.55","2","321.27"
"Latin America","2024-09-05","1738.7","5","347.74"
"Latin America","2024-09-06","600.07","3","200.02"
"Latin America","2024-09-07","137.49","3","45.83"
"Latin America","2024-09-08","1015.81","3","338.6"
"Latin America","2024-09-09","1878.95","5","375.79"
"Latin America","2024-09-10","61.57","1","61.57"
"Latin America","2024-09-11","234.96","1","234.96"
"Latin America","2024-09-12","101.3","2","50.65"
"Latin America","2024-09-13","1275.66","2","637.83"
"Latin America","2024-09-14","216.6","2","108.3"
"Latin America","2024-09-15","465.84","2","232.92"
"Latin America","2024-09-16","454.69","1","454.69"
"Latin America","2024-09-17","1094.6","2","547.3"
"Latin America","2024-09-18","394.03","4","98.51"
"Latin America","2024-09-19","1125.26","3","375.09"
"Latin America","2024-09-20","895.95","3","298.65"
"Latin America","2024-09-21","117.2","2","58.6"
"Latin America","2024-09-22","402","2","201"
"Latin America","2024-09-23","1514.23","7","216.32"
"Latin America","2024-09-24","179.44","3","59.81"
"Latin America","2024-09-25","768.31","3","256.1"
"Latin America","2024-09-26","952.27","3","317.42"
"Latin America","2024-09-27","31.02","1","31.02"
"Latin America","2024-09-28","613.49","3","204.5"
"Latin America","2024-09-30","202.17","2","101.09"
"Latin America","2024-10-01","558.55","2","279.27"
"Latin America","2024-10-02","650.92","3","216.97"
"Latin America","2024-10-03","794.74","2","397.37"
"Latin America","2024-10-04","1025.95","5","205.19"
"Latin America","2024-10-06","990.03","2","495.01"
"Latin America","2024-10-07","1409.07","6","234.84"
"Latin America","2024-10-08","2748.12","6","458.02"
"Latin America","2024-10-09","1258.44","4","314.61"
"Latin America","2024-10-10","693.55","7","99.08"
"Latin America","2024-10-11","837.76","4","209.44"
"Latin America","2024-10-12","207.94","3","69.31"
"Latin America","2024-10-13","1165.34","4","291.33"
"Latin America","2024-10-14","436.05","4","109.01"
"Latin America","2024-10-15","1972.27","8","246.53"
"Latin America","2024-10-16","2519.82","6","419.97"
