"customer_id","region","acq_channel","customer_revenue","orders_cnt"
"11978","Latin America","Influencer","1250.54","3"
"10654","North America","Organic","1250.48","4"
"12914","North America","Social Ads","1247.05","3"
"11252","Europe","Referral","1246.77","3"
"10618","North America","Influencer","1244.57","3"
"12494","Europe","Influencer","1244.06","4"
"12203","Middle East","Social Ads","1243.85","3"
"10546","North America","Organic","1242.98","6"
"11735","North America","Organic","1242.62","5"
"11436","Southeast Asia","Organic","1241.13","3"
"10796","Europe","Organic","1239.49","3"
"11520","Middle East","Social Ads","1235.81","2"
"11613","North America","Organic","1235.71","6"
"10483","Europe","Social Ads","1232","2"
"12614","Southeast Asia","Paid Search","1229.19","2"
"10769","Middle East","Organic","1228.73","3"
"12360","North America","Email","1227.82","5"
"11667","North America","Influencer","1226","4"
"12304","Europe","Organic","1225.21","3"
"12542","Latin America","Paid Search","1224.89","3"
"11677","Europe","Social Ads","1224.66","4"
"12713","North America","Social Ads","1223.61","2"
"11524","Southeast Asia","Organic","1223.45","7"
"11459","North America","Social Ads","1221.36","5"
"12698","North America","Referral","1221","5"
"12835","North America","Paid Search","1215.68","2"
"11856","North America","Organic","1215.65","3"
"11670","Southeast Asia","Influencer","1215.62","3"
"12419","North America","Organic","1214.12","4"
"10797","Southeast Asia","Referral","1213.68","4"
"10233","Europe","Influencer","1212.74","5"
"11565","North America","Influencer","1211","3"
"11449","Latin America","Organic","1210.93","4"
"10038","Middle East","Organic","1210.65","2"
"11006","Europe","Organic","1209.55","4"
"12027","Middle East","Social Ads","1207.53","5"
"10715","North America","Email","1207.22","3"
"11720","North America","Referral","1205.13","5"
"12683","Middle East","Paid Search","1202.99","1"
"12514","North America","Influencer","1199.74","5"
"10124","Europe","Organic","1199.7","3"
"10609","North America","Organic","1196.06","5"
"12083","North America","Email","1195.35","5"
"10827","North America","Email","1192.55","1"
"11883","Latin America","Influencer","1192.5","10"
"12845","Europe","Paid Search","1187.2","2"
"12573","North America","Organic","1185.49","4"
"11533","Southeast Asia","Organic","1185.37","3"
"10154","Middle East","Social Ads","1184.7","2"
"12382","North America","Paid Search","1184.13","2"
"10128","Latin America","Referral","1183.71","3"
"10149","North America","Organic","1182.92","5"
"12339","Europe","Influencer","1180.86","4"
"11181","Middle East","Paid Search","1180.47","2"
"10167","North America","Email","1180.31","7"
"10734","Latin America","Paid Search","1179.95","3"
"12433","North America","Influencer","1179.67","7"
"12207","North America","Organic","1179.22","4"
"11721","North America","Organic","1177","4"
"11896","Europe","Influencer","1176.72","4"
"12864","Middle East","Paid Search","1173.97","2"
"11210","Europe","Email","1172.53","7"
"10357","Southeast Asia","Paid Search","1171.22","3"
"11023","North America","Email","1171.13","4"
"12222","Latin America","Influencer","1169.54","7"
"10340","Europe","Influencer","1169.18","7"
"10022","Southeast Asia","Paid Search","1165.87","3"
"11555","Europe","Organic","1165.83","7"
"10737","Europe","Referral","1165.56","9"
"10802","Latin America","Paid Search","1164.62","2"
"10137","North America","Referral","1159.56","7"
"10144","North America","Organic","1158.29","2"
"12287","Southeast Asia","Organic","1157.56","6"
"10897","Middle East","Referral","1157.42","8"
"10949","Europe","Referral","1156.07","4"
"11684","Europe","Organic","1155.72","4"
"12394","North America","Organic","1155.71","4"
"10173","Europe","Organic","1151.73","4"
"11138","Europe","Influencer","1150.95","9"
"12682","Europe","Paid Search","1149.69","3"
"11103","Latin America","Influencer","1147.99","5"
"11748","Europe","Organic","1144.18","7"
"11707","Europe","Email","1141.6","5"
"10235","North America","Paid Search","1139.6","1"
"12956","Southeast Asia","Social Ads","1139.53","6"
"11567","Middle East","Organic","1139.33","5"
"11028","Europe","Paid Search","1137.55","4"
"12941","Latin America","Influencer","1137.27","8"
"11422","Southeast Asia","Email","1129.64","3"
"11956","North America","Paid Search","1127.98","3"
"12839","Europe","Organic","1126.32","4"
"10097","Southeast Asia","Influencer","1125.57","3"
"10625","Latin America","Social Ads","1125.23","3"
"10688","Middle East","Organic","1124.83","5"
"12408","North America","Referral","1124.3","6"
"12620","North America","Referral","1123.45","3"
"12964","North America","Social Ads","1121.53","3"
"12979","Southeast Asia","Referral","1121.06","7"
"11703","Middle East","Organic","1120.97","4"
"12891","Europe","Organic","1120.4","4"
"10929","Middle East","Paid Search","1119.24","4"
"10246","North America","Social Ads","1117.88","4"
"12522","North America","Social Ads","1117.37","2"
"10152","North America","Organic","1117.09","7"
"11215","Latin America","Social Ads","1117.08","6"
"10657","Middle East","Referral","1114.67","7"
"10240","North America","Organic","1113.75","5"
"11127","Southeast Asia","Referral","1113.4","4"
"10268","Latin America","Paid Search","1110.86","3"
"10091","Latin America","Organic","1110.14","11"
"12013","Southeast Asia","Social Ads","1109.23","5"
"10243","North America","Referral","1106.1","8"
"10123","Europe","Influencer","1104.85","10"
"10996","Southeast Asia","Paid Search","1104.27","3"
"12635","Europe","Organic","1103.79","4"
"12600","Europe","Organic","1103.71","4"
"12800","Middle East","Social Ads","1103.57","2"
"11157","Latin America","Paid Search","1102.36","1"
"11067","Southeast Asia","Paid Search","1101.98","4"
"12422","North America","Influencer","1101.8","8"
"10616","Southeast Asia","Social Ads","1100.26","6"
"12049","Southeast Asia","Paid Search","1099.88","4"
"11784","Latin America","Email","1099.79","6"
"10448","North America","Social Ads","1097.26","4"
"12525","Southeast Asia","Social Ads","1096.79","3"
"11088","North America","Organic","1095.99","4"
"12790","Latin America","Social Ads","1094.43","3"
"11936","North America","Organic","1093.48","4"
"12735","Middle East","Influencer","1090.91","3"
"10476","Europe","Organic","1090.05","2"
"11656","North America","Influencer","1087.8","7"
"11171","North America","Influencer","1087.38","4"
"11616","North America","Email","1086.59","3"
"12058","Europe","Email","1086.53","3"
"10569","North America","Paid Search","1085.3","3"
"11943","North America","Influencer","1084.33","5"
"10296","Europe","Organic","1083.09","2"
"11090","North America","Organic","1081.06","7"
"12160","North America","Social Ads","1080.05","3"
"10571","North America","Referral","1079.8","5"
"10033","Middle East","Organic","1079.51","3"
"11614","Southeast Asia","Social Ads","1079.18","2"
"10869","Europe","Referral","1078.96","5"
"12320","North America","Paid Search","1078.1","3"
"10436","Europe","Organic","1076.74","3"
"10312","Europe","Influencer","1076.71","10"
"12540","Europe","Organic","1076.32","6"
"11631","Middle East","Organic","1075.25","2"
"11764","North America","Influencer","1075.18","3"
"10308","Europe","Social Ads","1074.59","3"
"10446","Southeast Asia","Referral","1074.18","4"
"11913","Europe","Referral","1073.63","5"
"10852","Europe","Email","1073.56","2"
"11144","Latin America","Email","1072.96","4"
"10386","North America","Organic","1068.13","7"
"10458","Europe","Paid Search","1066.98","3"
"11590","North America","Influencer","1066.91","10"
"12315","North America","Referral","1066.08","3"
"12813","North America","Social Ads","1065.92","5"
"10701","Latin America","Paid Search","1065.12","5"
"10662","North America","Referral","1064.57","6"
"11235","Southeast Asia","Organic","1062.38","8"
"10967","Europe","Organic","1059.05","7"
"11607","Middle East","Paid Search","1058.96","1"
"10568","Southeast Asia","Referral","1058.65","5"
"10021","Europe","Organic","1058.47","4"
"11706","Middle East","Organic","1057.73","3"
"12291","Europe","Email","1055.03","4"
"10009","Europe","Email","1054.87","2"
"10085","Europe","Organic","1054.46","4"
"11618","North America","Organic","1054.23","10"
"12982","North America","Email","1053.17","8"
"11371","North America","Email","1052.66","4"
"12944","Southeast Asia","Organic","1052.51","6"
"11120","Europe","Paid Search","1052.37","1"
"12359","Middle East","Organic","1051.88","2"
"12290","Southeast Asia","Influencer","1051.77","6"
"10840","North America","Social Ads","1048.74","2"
"10593","Middle East","Influencer","1047.99","4"
"10424","Southeast Asia","Paid Search","1047.24","1"
"11376","Europe","Referral","1046.12","6"
"11851","Southeast Asia","Influencer","1043.47","4"
"12733","North America","Organic","1041.41","5"
"11702","Europe","Organic","1041.23","4"
"11382","Europe","Organic","1039.6","4"
"10931","Europe","Social Ads","1037.39","6"
"12855","Middle East","Organic","1036.16","3"
"11584","Europe","Organic","1035.69","5"
"11295","North America","Social Ads","1035.41","3"
"12513","Latin America","Email","1034.46","7"
"10762","Middle East","Influencer","1032.05","6"
"10594","Latin America","Email","1031.36","3"
"10132","North America","Email","1028.99","5"
"12618","North America","Paid Search","1028.4","3"
"12362","Europe","Organic","1027.07","6"
"10238","North America","Social Ads","1026.93","7"
"12854","Southeast Asia","Influencer","1025.99","4"
"10422","Southeast Asia","Organic","1025.31","4"
"12260","North America","Social Ads","1025.05","5"
"11543","North America","Social Ads","1024.3","4"
"12724","North America","Influencer","1021.71","7"
"12157","Europe","Influencer","1019.89","4"
"11161","North America","Influencer","1019.43","4"
"10520","North America","Organic","1017.92","4"
"12132","Middle East","Social Ads","1016.83","3"
"12603","Latin America","Influencer","1015.08","3"
"10219","North America","Influencer","1014.34","6"
"10683","Europe","Organic","1013.66","5"
"12472","North America","Social Ads","1012.3","2"
"10838","North America","Paid Search","1011.62","3"
"10937","Southeast Asia","Organic","1009.79","6"
"12098","Latin America","Organic","1009.34","5"
"10624","Europe","Paid Search","1008.88","1"
"10345","Latin America","Organic","1008.83","3"
"12386","Europe","Social Ads","1007.79","3"
"11773","Europe","Social Ads","1007","4"
"11794","Middle East","Email","1006.98","4"
"10402","Middle East","Paid Search","1005.95","1"
"12807","North America","Organic","1004.91","4"
"12369","Middle East","Social Ads","1003.38","8"
"11340","North America","Influencer","1003.32","5"
"11268","Southeast Asia","Email","1002.6","1"
"12497","North America","Social Ads","1001.87","4"
"10965","Southeast Asia","Email","1000.04","3"
"11305","Southeast Asia","Organic","999.71","3"
"12305","Middle East","Organic","999.39","4"
"10390","North America","Email","998.19","5"
"11312","Europe","Organic","997.12","4"
"10118","Europe","Paid Search","996.91","3"
"10886","North America","Influencer","995.91","5"
"12216","Latin America","Influencer","994.62","8"
"12599","North America","Email","994.01","4"
"12605","Europe","Organic","993.91","8"
"11593","North America","Influencer","993.65","7"
"12004","North America","Influencer","993.47","5"
"10491","Europe","Organic","992.56","4"
"10024","North America","Organic","991.12","6"
"12518","Southeast Asia","Organic","990.49","7"
"10215","Latin America","Organic","990.31","2"
"10266","Europe","Email","988.58","4"
"11139","Southeast Asia","Influencer","988.33","6"
"11639","North America","Email","988.22","6"
"11904","Europe","Paid Search","987.47","1"
"11135","Europe","Paid Search","986.33","1"
"12665","Europe","Influencer","985.35","8"
"11862","Europe","Social Ads","984.28","4"
"11071","Europe","Organic","983.82","6"
"10922","Europe","Organic","983.43","1"
"12177","Southeast Asia","Social Ads","983.04","3"
"11870","Latin America","Influencer","982.73","9"
"12372","Southeast Asia","Organic","982.32","4"
"11233","North America","Paid Search","982.12","6"
"11495","Europe","Organic","980.7","1"
"12453","Europe","Social Ads","980.63","5"
"11486","Europe","Paid Search","978.47","1"
"12948","Europe","Influencer","977.55","5"
"12865","Southeast Asia","Organic","977.49","2"
"12638","Southeast Asia","Organic","975.51","6"
"12926","Southeast Asia","Influencer","975.34","8"
"10191","North America","Organic","973.14","4"
"12615","Europe","Email","971.58","5"
"10321","Southeast Asia","Email","971.06","5"
"10914","Middle East","Paid Search","970.23","5"
"10581","Europe","Social Ads","969.94","4"
"11389","Southeast Asia","Influencer","969.03","8"
"11876","Middle East","Paid Search","968.9","2"
"11554","Southeast Asia","Social Ads","968.72","5"
"11897","Latin America","Organic","968.23","3"
"12469","North America","Social Ads","968.07","2"
"11249","Southeast Asia","Paid Search","967.35","3"
"10777","North America","Email","966.41","4"
"11242","North America","Organic","964.31","5"
"11256","Europe","Influencer","961.52","3"
"12233","Europe","Organic","961.16","4"
"11589","Europe","Referral","959.46","4"
"12899","Europe","Social Ads","959.4","4"
"11501","Europe","Organic","958.73","5"
"11903","North America","Organic","958.28","2"
"12490","Europe","Email","956.16","5"
"11743","Europe","Paid Search","955.78","2"
"10556","Europe","Paid Search","953.5","3"
"10145","Latin America","Social Ads","952.75","3"
"12784","Southeast Asia","Email","950.92","4"
"12180","North America","Paid Search","950.33","3"
"11917","North America","Organic","950.01","5"
"10281","Europe","Referral","949.64","6"
"12149","Southeast Asia","Influencer","948.21","8"
"11429","Europe","Social Ads","946.38","5"
"10277","Europe","Organic","946.34","6"
"11206","Middle East","Social Ads","945.35","1"
"12567","Europe","Social Ads","944.91","2"
"10751","Southeast Asia","Social Ads","944.87","4"
"12920","Europe","Social Ads","943.81","1"
"11253","Southeast Asia","Organic","942.38","5"
"12742","Europe","Paid Search","941.84","2"
"10092","Middle East","Influencer","940.77","3"
"12294","Middle East","Social Ads","939.93","2"
"10831","Europe","Social Ads","939.21","1"
"12876","Europe","Organic","939.13","5"
"12017","North America","Influencer","938.83","3"
"10712","Europe","Influencer","938.8","5"
"12128","Europe","Paid Search","938.28","4"
"10197","Latin America","Influencer","937.46","4"
"12607","Latin America","Email","937.2","5"
"10916","Latin America","Social Ads","936.1","2"
"11141","North America","Influencer","931.48","2"
"10010","North America","Social Ads","931.23","6"
"11259","Southeast Asia","Organic","929.26","2"
"10126","Middle East","Paid Search","928.32","1"
"10529","Southeast Asia","Social Ads","928.03","6"
"11309","Latin America","Organic","927.48","4"
"10313","Southeast Asia","Email","927.11","4"
"12778","North America","Paid Search","927.03","3"
"10925","Southeast Asia","Influencer","926.85","3"
"10971","Middle East","Social Ads","925.84","3"
"12327","North America","Organic","925.74","5"
"12285","North America","Referral","925.65","6"
"11892","Europe","Organic","924.8","4"
"12488","Southeast Asia","Organic","924.24","4"
"11523","Southeast Asia","Referral","923.05","5"
"12032","Middle East","Organic","921.55","5"
"11806","North America","Organic","920.2","2"
"10437","Southeast Asia","Organic","918.35","6"
"11434","Latin America","Email","917.36","2"
"12896","North America","Organic","917.04","10"
"11323","North America","Organic","915.45","4"
"12259","Latin America","Social Ads","914.99","1"
"12678","Southeast Asia","Email","913.83","5"
"11239","Europe","Organic","913.58","6"
"11915","North America","Influencer","912.78","3"
"12843","Europe","Email","912.6","8"
"12084","North America","Email","911.47","5"
"11177","Europe","Social Ads","908.57","3"
"12471","North America","Social Ads","907.88","3"
"11989","North America","Influencer","907.32","4"
"10536","Southeast Asia","Referral","907.1","6"
"10881","Latin America","Email","906.79","3"
"11804","North America","Organic","906.68","2"
"10725","Latin America","Email","906.45","4"
"11534","Middle East","Paid Search","903.83","4"
"12988","Latin America","Social Ads","903.08","2"
"11019","Middle East","Email","902.95","5"
"11304","Middle East","Influencer","902.1","7"
"10002","North America","Social Ads","900.03","2"
"12482","North America","Social Ads","899.8","4"
"11657","Middle East","Email","899.33","3"
"11297","Middle East","Organic","896.44","5"
"11858","Southeast Asia","Email","894.87","4"
"10611","Europe","Influencer","893.49","4"
"11861","Southeast Asia","Social Ads","893.11","3"
"10861","Latin America","Email","891.34","4"
"12135","North America","Referral","890.78","3"
"10760","Europe","Social Ads","890.27","5"
"10004","North America","Referral","889.76","7"
"12943","North America","Paid Search","889.49","2"
"11510","North America","Organic","889.32","4"
"12021","North America","Influencer","887.34","7"
"11258","North America","Paid Search","886.7","2"
"10352","Southeast Asia","Social Ads","884.72","4"
"10559","Europe","Influencer","884.22","2"
"10690","North America","Referral","883.99","5"
"11403","North America","Paid Search","882.74","4"
"11548","Latin America","Email","879.27","2"
"12007","North America","Influencer","878.04","4"
"12476","Europe","Paid Search","878.04","4"
"12564","Europe","Organic","875.36","3"
"11676","North America","Social Ads","875.2","5"
"11680","Europe","Organic","874.37","3"
"10063","Europe","Email","872.94","7"
"11005","Europe","Referral","872.09","9"
"10234","North America","Influencer","871.24","6"
"11056","Europe","Paid Search","870.77","3"
"11466","Europe","Organic","870.05","6"
"11882","Southeast Asia","Influencer","870","4"
"10580","Southeast Asia","Organic","867.61","3"
"11813","Southeast Asia","Email","866.42","1"
"11780","Southeast Asia","Email","865.19","5"
"12200","North America","Influencer","864.19","6"
"12330","Southeast Asia","Email","863.7","4"
"11941","North America","Referral","862.89","6"
"12622","North America","Paid Search","861.08","4"
"11332","Europe","Paid Search","861.01","1"
"12137","Southeast Asia","Influencer","857.29","4"
"12079","Southeast Asia","Influencer","856.81","5"
"11681","Europe","Referral","855.79","7"
"12995","Southeast Asia","Social Ads","853.52","2"
"10948","Southeast Asia","Organic","853.25","8"
"11983","North America","Paid Search","852.1","4"
"10222","Southeast Asia","Organic","851.2","5"
"11595","Europe","Paid Search","847.03","2"
"10843","Southeast Asia","Influencer","845.22","5"
"12156","Latin America","Influencer","845.21","5"
"11888","Southeast Asia","Influencer","841.78","7"
"12900","North America","Paid Search","840.88","2"
"11281","Europe","Email","840.8","3"
"10644","North America","Social Ads","837.14","4"
"10306","North America","Influencer","834","7"
"12441","Europe","Email","833.49","5"
"12799","Europe","Organic","831.13","5"
"11661","Europe","Email","830.22","3"
"12202","North America","Email","828.24","4"
"11929","Southeast Asia","Paid Search","827.73","2"
"10913","Latin America","Organic","826.71","4"
"10911","Latin America","Organic","826.49","4"
"12648","Latin America","Email","826.09","2"
"11159","Europe","Paid Search","825.91","2"
"11867","Middle East","Paid Search","825.68","4"
"11380","North America","Organic","823.5","2"
"12028","Middle East","Social Ads","822.33","6"
"10728","North America","Organic","821.6","2"
"11130","North America","Organic","821.52","4"
"12026","Middle East","Email","820.87","3"
"11038","Europe","Social Ads","820.2","2"
"12280","North America","Email","820.04","4"
"10959","North America","Organic","817.98","4"
"12011","North America","Influencer","817.9","1"
"12809","Latin America","Influencer","816.83","4"
"11994","North America","Social Ads","816.82","3"
"11147","Europe","Social Ads","814.28","1"
"11874","Southeast Asia","Organic","813.7","7"
"10169","Europe","Email","813.24","4"
"11668","North America","Organic","812.42","6"
"10703","Europe","Referral","812.15","3"
"12566","Southeast Asia","Influencer","811.15","6"
"10030","Middle East","Organic","811.02","3"
"11164","North America","Email","810.14","7"
"10269","Europe","Referral","809.35","4"
"10747","Latin America","Paid Search","808.73","3"
"11133","Europe","Paid Search","808.31","2"
"10077","North America","Paid Search","808.25","2"
"11540","Europe","Social Ads","805.97","2"
"12559","Latin America","Organic","801.33","2"
"10244","North America","Organic","801.13","4"
"10249","Southeast Asia","Social Ads","799.77","4"
"10988","Southeast Asia","Organic","796.91","4"
"11993","Southeast Asia","Social Ads","796.62","3"
"10012","North America","Social Ads","794.57","2"
"11480","Europe","Referral","794.26","3"
"10415","Middle East","Paid Search","793.92","3"
"12904","Middle East","Organic","793.83","4"
"10159","Europe","Organic","792.38","5"
"12846","Europe","Influencer","792.29","1"
"10891","Europe","Email","791.97","4"
"11481","Europe","Organic","791.89","3"
"11843","Southeast Asia","Organic","791.77","5"
"10919","Middle East","Email","790.38","3"
"12023","Southeast Asia","Social Ads","790.24","2"
"10304","Southeast Asia","Paid Search","789.76","2"
"11536","North America","Influencer","788.15","6"
"11827","Southeast Asia","Organic","787.83","5"
"10589","Latin America","Referral","787.52","8"
"11262","Middle East","Organic","787.35","2"
"10927","Middle East","Paid Search","784.9","2"
"12121","North America","Organic","784.67","3"
"10845","Europe","Email","784.2","5"
"12398","Southeast Asia","Organic","783.22","3"
"11238","Middle East","Email","782.66","6"
"10160","Europe","Paid Search","780.81","1"
"12123","North America","Social Ads","779.4","3"
"10105","Latin America","Paid Search","779.22","1"
"11727","North America","Paid Search","779.15","3"
"11701","Middle East","Influencer","779.09","3"
"12844","Europe","Social Ads","777.26","2"
"12264","North America","Paid Search","775.92","2"
"11624","Europe","Influencer","775.68","7"
"12350","Europe","Influencer","775.1","8"
"12176","Southeast Asia","Social Ads","774.84","4"
"10716","Europe","Organic","774.08","3"
"10659","Europe","Paid Search","773.65","3"
"12856","Latin America","Organic","773.35","5"
"12389","North America","Organic","771.04","7"
"11632","Latin America","Social Ads","770.63","5"
"11916","Latin America","Organic","770.21","4"
"11359","Middle East","Paid Search","769.28","2"
"12510","Latin America","Organic","768.62","11"
"12224","Middle East","Organic","768.23","1"
"10368","North America","Influencer","767.96","5"
"10778","North America","Organic","767.92","4"
"12299","Europe","Organic","765.05","3"
"11810","North America","Organic","764.26","4"
"11544","Europe","Paid Search","764.06","2"
"11653","Latin America","Organic","763.96","4"
"12498","Southeast Asia","Paid Search","763.68","2"
"12031","Middle East","Paid Search","763.07","3"
"10836","North America","Social Ads","763.06","3"
"11528","Southeast Asia","Organic","761.84","6"
"10176","Southeast Asia","Influencer","761.15","6"
"11378","North America","Referral","760.46","4"
"10693","Europe","Email","759.23","5"
"10676","Europe","Paid Search","757.92","5"
"10505","Southeast Asia","Organic","756.63","6"
"11935","Europe","Influencer","756.35","7"
"11288","Middle East","Email","756.29","3"
"12068","North America","Paid Search","755.07","5"
"12507","Southeast Asia","Referral","754.93","4"
"12817","Middle East","Email","754.22","2"
"12143","Europe","Email","753.88","5"
"11442","North America","Organic","753.79","5"
"11665","Middle East","Organic","752.78","6"
"12515","North America","Paid Search","750.55","1"
"10917","Latin America","Organic","750.52","2"
"12292","Southeast Asia","Email","749.17","3"
"12506","North America","Referral","748.21","4"
"11805","Europe","Influencer","747.98","6"
"12181","Latin America","Organic","746.37","3"
"10445","Latin America","Referral","746.23","8"
"10516","Europe","Social Ads","745.38","4"
"12658","Europe","Organic","744.6","5"
"11551","Southeast Asia","Influencer","744.49","4"
"12153","Latin America","Organic","744.32","5"
"10560","Europe","Paid Search","741.59","2"
"12764","North America","Paid Search","740.28","2"
"10538","Middle East","Email","739.98","6"
"10963","Europe","Social Ads","739.35","3"
"10263","Latin America","Influencer","737.95","4"
"10080","Latin America","Referral","737.19","3"
"12859","North America","Social Ads","736.09","5"
"10474","Middle East","Organic","735.49","1"
"10084","Latin America","Influencer","734.48","4"
"12669","North America","Referral","733.58","4"
"11547","Europe","Paid Search","733.47","3"
"11570","North America","Organic","733.3","6"
"11775","North America","Influencer","732.46","8"
"11029","North America","Organic","732.14","5"
"12194","North America","Social Ads","731.15","4"
"11004","North America","Paid Search","730.72","2"
"11679","Southeast Asia","Influencer","728.92","3"
"10551","Latin America","Social Ads","728.69","4"
"11001","Europe","Influencer","728.68","6"
"11217","Middle East","Email","728.31","4"
"12499","North America","Email","727.91","5"
"12685","Latin America","Email","727.9","4"
"12403","Latin America","Influencer","726.76","4"
"11026","Europe","Influencer","726.22","5"
"11292","Europe","Social Ads","725.57","2"
"11944","North America","Social Ads","724.4","5"
"11990","North America","Influencer","724.14","3"
"11752","Europe","Paid Search","722.37","3"
"10860","Europe","Referral","720.62","3"
"10216","Europe","Referral","720.33","2"
"12114","North America","Paid Search","719.61","4"
"11847","Southeast Asia","Social Ads","718.65","1"
"11185","Southeast Asia","Social Ads","717.3","2"
"10104","Southeast Asia","Organic","716.77","6"
"10926","Europe","Email","713.8","2"
"11465","Europe","Email","713.04","3"
"12974","Europe","Paid Search","713.02","4"
"11064","Southeast Asia","Social Ads","712.81","3"
"12420","North America","Organic","712.6","7"
"11283","Europe","Social Ads","712.08","3"
"11362","Southeast Asia","Organic","711.77","1"
"11471","Middle East","Organic","708.44","2"
"10236","North America","Email","708.02","6"
"11224","Southeast Asia","Organic","707.31","4"
"11740","North America","Organic","706.92","3"
"12728","North America","Paid Search","706.87","1"
"10301","North America","Social Ads","703.63","6"
"10471","Southeast Asia","Organic","702.55","5"
"10799","Latin America","Influencer","702.31","3"
"11951","Middle East","Social Ads","702.29","4"
"10770","Europe","Social Ads","702.14","3"
"12697","Middle East","Social Ads","701.67","4"
"10497","North America","Organic","699.74","6"
"10129","Southeast Asia","Paid Search","698.77","4"
"10495","Middle East","Referral","698.23","3"
"12108","Europe","Organic","696.74","3"
"12780","Middle East","Email","696.52","5"
"12881","North America","Referral","695.84","5"
"12226","Latin America","Social Ads","695.37","2"
"12688","North America","Paid Search","695.32","2"
"12853","Southeast Asia","Organic","693.78","4"
"10641","North America","Influencer","692.78","7"
"11746","Europe","Email","692.3","4"
"11032","Southeast Asia","Influencer","691.08","4"
"10890","Southeast Asia","Organic","690.38","5"
"11078","Europe","Influencer","690.19","3"
"11040","Middle East","Influencer","690.03","4"
"12583","Latin America","Paid Search","689.24","2"
"10031","North America","Organic","688.69","6"
"10531","North America","Organic","683.49","3"
"11285","North America","Referral","683.03","5"
"10830","Southeast Asia","Referral","682.07","7"
"11845","North America","Organic","681.53","4"
"12429","Latin America","Organic","680.79","5"
"12553","Latin America","Referral","679.85","1"
"10341","Southeast Asia","Social Ads","679.5","3"
"12650","Europe","Organic","679.43","6"
"11337","Europe","Email","678.68","3"
"12930","Europe","Influencer","677.08","3"
"12921","Middle East","Paid Search","676.85","2"
"10079","Europe","Referral","676.72","4"
"11621","Latin America","Social Ads","676.69","3"
"11617","Latin America","Organic","675.82","4"
"12781","Europe","Social Ads","674.9","2"
"10543","North America","Influencer","674.51","5"
"11760","North America","Organic","673.32","4"
"10947","Southeast Asia","Email","672.69","2"
"11009","Middle East","Organic","672.19","3"
"10377","Middle East","Social Ads","672.16","4"
"12608","North America","Organic","671.71","6"
"11123","North America","Referral","670.82","4"
"10035","North America","Paid Search","670.16","3"
"11360","Southeast Asia","Organic","669.43","4"
"12985","Southeast Asia","Paid Search","668.28","1"
"11604","North America","Referral","667.99","3"
"10981","Latin America","Organic","667.11","2"
"10292","Southeast Asia","Email","664.78","3"
"11437","Europe","Organic","663.9","5"
"11694","North America","Influencer","663.24","5"
"10651","Europe","Organic","663.17","5"
"12997","North America","Email","662.63","5"
"10427","Southeast Asia","Social Ads","659.53","2"
"12560","Southeast Asia","Organic","659.16","2"
"10261","North America","Referral","657.52","5"
"10214","North America","Email","657.13","6"
"10639","Europe","Social Ads","656.84","2"
"12173","Europe","Influencer","655.85","6"
"12884","Europe","Social Ads","655.6","5"
"12215","North America","Email","655.43","3"
"10507","Europe","Social Ads","655.41","3"
"11538","North America","Influencer","655.06","7"
"11124","North America","Social Ads","653.73","4"
"11535","Latin America","Paid Search","653.33","3"
"11755","Middle East","Email","652.94","4"
"10287","Europe","Organic","652.71","3"
"11155","Latin America","Social Ads","652.57","6"
"10407","Southeast Asia","Referral","652.36","4"
"11765","Southeast Asia","Email","652.01","7"
"10822","Middle East","Paid Search","651.72","4"
"10633","Europe","Email","650.97","4"
"12741","Europe","Organic","650.16","6"
"10300","Southeast Asia","Social Ads","650.1","1"
"10738","North America","Paid Search","649.66","1"
"11039","Europe","Social Ads","649.41","1"
"11539","Middle East","Social Ads","648.94","4"
"11779","Europe","Social Ads","648.84","2"
"10399","Southeast Asia","Organic","647.6","6"
"12228","Europe","Paid Search","647.25","3"
"12829","Middle East","Organic","647.01","3"
"12858","North America","Paid Search","646.09","3"
"10574","North America","Influencer","645.08","2"
"10921","Southeast Asia","Social Ads","644.96","2"
"12413","North America","Social Ads","644.77","2"
"11084","Southeast Asia","Social Ads","643.95","4"
"11967","North America","Influencer","643.14","5"
"11615","North America","Email","643.06","1"
"10454","Europe","Referral","642.53","4"
"10487","Southeast Asia","Paid Search","642.41","1"
"11972","Europe","Email","641.64","2"
"12047","Europe","Social Ads","641.05","5"
"12161","North America","Social Ads","640.32","3"
"12243","North America","Email","640.04","4"
"11445","Europe","Social Ads","639.35","3"
"10239","North America","Organic","638.1","5"
"11658","Latin America","Organic","637.31","3"
"11817","Europe","Social Ads","634.91","4"
"10698","North America","Social Ads","632.39","3"
"12445","Europe","Paid Search","631.14","1"
"11971","Latin America","Paid Search","630.65","3"
"12647","Europe","Organic","629.12","5"
"11260","Southeast Asia","Referral","628.64","3"
"12025","Europe","Organic","628.45","2"
"10871","Southeast Asia","Organic","628.26","4"
"10768","North America","Influencer","627.78","4"
"12983","Europe","Email","627.46","5"
"10630","Europe","Paid Search","626.4","3"
"12105","Southeast Asia","Organic","626.07","2"
"12407","Southeast Asia","Paid Search","625.25","2"
"11318","North America","Social Ads","625.11","2"
"12352","North America","Social Ads","623.39","1"
"11736","North America","Social Ads","621.56","5"
"10048","Southeast Asia","Email","621.06","2"
"10017","North America","Email","620.27","2"
"11660","Europe","Email","620.19","4"
"12127","Europe","Social Ads","620.1","1"
"12303","North America","Influencer","619.04","8"
